Reaction id	Reaction name	stoichiometry	Genes
rxn03175_c0	N_5_Phospho_D_ribosylformimino_5_amino_1__5_phospho_D_ribosyl_4_imidazolecarboxamide_ketol_isomerase_c0	cpd00067_c0 + cpd02979_c0 <=> cpd02991_c0	6666666.308629.peg.83;
rxn10264_c0	isohexadecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase_c0	cpd00080_c0 + cpd15688_c0 <=> cpd00046_c0 + cpd15721_c0	6666666.308629.peg.3462;6666666.308629.peg.2934;6666666.308629.peg.3706;
rxn03421_c0	2_5_Diaminopyrimidine_nucleoside_triphosphate_mutase_c0	cpd03519_c0 <=> cpd03666_c0	6666666.308629.peg.2150;
rxn10227_c0	anteisoheptadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0	cpd00054_c0 + cpd15684_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15690_c0	6666666.308629.peg.248;6666666.308629.peg.3530;
rxn05336_c0	3R_3_Hydroxypalmitoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11481_c0 <=> cpd00005_c0 + cpd11485_c0	6666666.308629.peg.2139;
rxn09210_c0	Phosphatidylserine_syntase_n_C18_0_c0	cpd00054_c0 + cpd15421_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15557_c0	6666666.308629.peg.248;6666666.308629.peg.3530;
rxn02260_c0	R03157_c0	cpd00008_c0 + cpd00009_c0 + cpd03375_c0 <-- cpd00002_c0 + cpd00010_c0 + cpd00067_c0 + cpd00745_c0	
rxn00285_c0	Succinate_CoA_ligase_ADP_forming_c0	cpd00002_c0 + cpd00010_c0 + cpd00036_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00078_c0	6666666.308629.peg.2721;6666666.308629.peg.3503;6666666.308629.peg.3419;6666666.308629.peg.2703;6666666.308629.peg.3420;6666666.308629.peg.3504;
rxn05371_c0	8_methyl_decanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11507_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11508_c0	6666666.308629.peg.2141;6666666.308629.peg.2137;
rxn00182_c0	L_glutamate_NAD_plus__oxidoreductase_deaminating_c0	cpd00001_c0 + cpd00003_c0 + cpd00023_c0 <=> cpd00004_c0 + cpd00013_c0 + cpd00024_c0 + cpd00067_c0	6666666.308629.peg.2332;
rxn05552_c0	ethanesulfonate_transport_via_ABC_system_c0	cpd00001_c0 + cpd00002_c0 + cpd11579_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11579_c0	6666666.308629.peg.570;6666666.308629.peg.569;
rxn00532_c0	3_oxopropanoate_NADP_plus__oxidoreductase_CoA_malonylating_c0	cpd00006_c0 + cpd00010_c0 + cpd00191_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00070_c0	
rxn05172_c0	ATP_phosphohydrolase_taurine_importing_c0	cpd00001_c0 + cpd00002_c0 + cpd00210_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00210_c0	6666666.308629.peg.570;6666666.308629.peg.569;
rxn04052_c0	R05814_c0	2.0 cpd00067_c0 + cpd08375_c0 <=> cpd03421_c0	
rxn02819_c0	S_Adenosyl_L_methionine_16_methoxy_2_3_dihydro_3_hydroxytabersonine_N_methyltransferase_c0	cpd00017_c0 + cpd02787_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd01736_c0	
rxn01479_c0	CTP_ethanolamine_phosphate_cytidylyltransferase_c0	cpd00052_c0 + cpd00285_c0 <=> cpd00012_c0 + cpd00444_c0	6666666.308629.peg.1948;
rxn08615_c0	glycogen_synthase_ADPGlc_c0	cpd00387_c0 + cpd15302_c0 <=> cpd00008_c0 + cpd00155_c0	6666666.308629.peg.3736;6666666.308629.peg.3744;
rxn08815_c0	Lysophospholipase_L1_2_acylglycerophosphoglycerol__n_C18_0_periplasm_c0	cpd00001_c0 + cpd15323_c0 <=> cpd00067_c0 + cpd01080_c0 + cpd02090_c0	
rxn00126_c0	ATP_L_methionine_S_adenosyltransferase_c0	cpd00001_c0 + cpd00002_c0 + cpd00060_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00017_c0 + cpd00067_c0	
rxn12844_c0	Gly_Cys_aminopeptidase_c0	cpd00001_c0 + cpd15603_c0 <=> cpd00033_c0 + cpd00084_c0	6666666.308629.peg.4145;6666666.308629.peg.703;6666666.308629.peg.3137;
rxn08798_c0	Lysophospholipase_L1_2_acylglycerophosphotidate__n_C14_1_periplasm_c0	cpd00001_c0 + cpd15330_c0 --> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15298_c0	
rxn05175_c0	spermidine_transport_via_ABC_system_c0	cpd00001_c0 + cpd00002_c0 + cpd00264_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00264_c0	
rxn00058_c0	Ferrocytochrome_c_oxygen_oxidoreductase_c0	cpd00007_c0 + 4.0 cpd00067_c0 + 4.0 cpd00110_c0 --> 2.0 cpd00001_c0 + 4.0 cpd00109_c0	6666666.308629.peg.2444;6666666.308629.peg.1232;6666666.308629.peg.2442;6666666.308629.peg.2445;
rxn05034_c0	solanesyl_diphosphate_4_hydroxybenzoate_nonaprenyltransferase_c0	cpd00136_c0 + cpd02172_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd02419_c0	6666666.308629.peg.819;
rxn08306_c0	CDP_diacylglycerol_synthetase_n_C12_0_c0	cpd00052_c0 + cpd15521_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15417_c0	6666666.308629.peg.3131;
rxn00206_c0	superoxide_superoxide_oxidoreductase_c0	2.0 cpd00067_c0 + 2.0 cpd00532_c0 --> cpd00007_c0 + cpd00025_c0	
rxn01871_c0	acetyl_CoA_enzyme_N6_dihydrolipoyllysine_S_acetyltransferase_c0	cpd00022_c0 + cpd00449_c0 --> cpd00010_c0 + cpd00836_c0	
rxn05340_c0	3R_3_Hydroxydodecanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11480_c0 <=> cpd00005_c0 + cpd11489_c0	6666666.308629.peg.2139;
rxn04704_c0	coproporphyrinogen_III_S_adenosyl_L_methionine_oxidoreductasedecarboxylating_c0	2.0 cpd00017_c0 + cpd02083_c0 <=> 2.0 cpd00011_c0 + 2.0 cpd00060_c0 + cpd00791_c0 + 2.0 cpd03091_c0	
rxn14301_c0	L_arginine_taurine_amidinotransferase_c0	cpd00051_c0 + cpd00210_c0 <=> cpd00064_c0 + cpd01345_c0	
rxn00299_c0	GTP_7_8_8_9_dihydrolase_c0	cpd00001_c0 + cpd00038_c0 --> cpd00047_c0 + cpd00067_c0 + cpd02978_c0	6666666.308629.peg.2150;
rxn12013_c0	thiol_containing_reductant_hydroperoxide_oxidoreductase_c0	2.0 cpd11849_c0 + cpd14475_c0 <=> cpd00001_c0 + cpd00057_c0 + cpd14474_c0	
rxn05389_c0	7_methyl_3_oxo_octanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11525_c0 <=> cpd00006_c0 + cpd11526_c0	6666666.308629.peg.2139;
rxn04737_c0	R06928_c0	cpd00001_c0 + cpd00003_c0 + cpd09802_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd09804_c0	
rxn03921_c0	R05649_c0	cpd00001_c0 + cpd00003_c0 + cpd08279_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd02045_c0	
rxn00904_c0	L_Valine_pyruvate_aminotransferase_c0	cpd00020_c0 + cpd00156_c0 <=> cpd00035_c0 + cpd00123_c0	
rxn02484_c0	ATP_4_amino_5_hydroxymethyl_2_methylpyrimidine_5_phosphotransferase_c0	cpd00002_c0 + cpd00939_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd02775_c0	
rxn02916_c0	R04175_c0	cpd02074_c0 --> cpd00001_c0 + cpd00067_c0 + cpd00922_c0	
rxn03618_c0	formaldehyde_NAD_plus__oxidoreductase_mycothiol_formylating_c0	cpd00003_c0 + cpd00055_c0 + cpd04105_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd04106_c0	6666666.308629.peg.3765;
rxn12639_c0	RXN0_6976c_c0	cpd00001_c0 + cpd11587_c0 <=> cpd00035_c0 + cpd00053_c0	6666666.308629.peg.4145;6666666.308629.peg.3137;6666666.308629.peg.703;
rxn03159_c0	UDP_2_3_bis3_hydroxytetradecanoylglucosamine_2_3_bis_3_hydroxytetradecanoyl_alpha_D_glucosaminyl_1_phosphate_2_3_bis3_hydroxytetradecanoyl_glucosaminyltransferase_c0	cpd02835_c0 + cpd02930_c0 <=> cpd00014_c0 + cpd03002_c0	6666666.308629.peg.3004;
rxn01000_c0	prephenate_hydro_lyase_decarboxylating_phenylpyruvate_forming_c0	cpd00067_c0 + cpd00219_c0 --> cpd00001_c0 + cpd00011_c0 + cpd00143_c0	
rxn03397_c0	UDP_L_rhamnose_flavonol_3_O_D_glucoside_L_rhamnosyltransferase_c0	cpd00017_c0 + cpd03447_c0 --> cpd00019_c0 + cpd00067_c0 + cpd03448_c0	
rxn01281_c0	R_Glycerate_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd00223_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00843_c0	
rxn12643_c0	RXN0_6979c_c0	cpd00001_c0 + cpd11583_c0 --> cpd00035_c0 + cpd00107_c0	
rxn01300_c0	ATP_L_homoserine_O_phosphotransferase_c0	cpd00002_c0 + cpd00227_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd00809_c0	
rxn00786_c0	D_fructose_1_6_bisphosphate_D_glyceraldehyde_3_phosphate_lyase_glycerone_phosphate_forming_c0	cpd00290_c0 <=> cpd00095_c0 + cpd00102_c0	
rxn14054_c0	trans_3_Chloro_2_propene_1_ol_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd04015_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd04017_c0	6666666.308629.peg.1228;
rxn03012_c0	R04336_c0	cpd02414_c0 <=> cpd00001_c0 + cpd00067_c0 + cpd02465_c0	
rxn03908_c0	ATP_4_Cytidine_5_diphospho_2_C_methyl_D_erythritol_2_phosphotransferase_c0	cpd00002_c0 + cpd08287_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd08288_c0	
rxn09197_c0	Phosphatidylserine_decarboxylase_n_C12_0_c0	2.0 cpd00067_c0 + cpd15552_c0 <=> cpd00011_c0 + cpd15528_c0	6666666.308629.peg.1702;
rxn00740_c0	O_Succinyl_L_homoserine_succinate_lyase_deaminating_2_oxobutanoate_forming_c0	cpd00001_c0 + cpd00822_c0 --> cpd00013_c0 + cpd00036_c0 + cpd00067_c0 + cpd00094_c0	
rxn01100_c0	ATP_3_phospho_D_glycerate_1_phosphotransferase_c0	cpd00002_c0 + cpd00169_c0 <=> cpd00008_c0 + cpd00203_c0	6666666.308629.peg.3787;
rxn00838_c0	IMP_L_aspartate_ligase_GDP_forming_c0	cpd00038_c0 + cpd00041_c0 + cpd00114_c0 --> cpd00009_c0 + cpd00031_c0 + 2.0 cpd00067_c0 + cpd02375_c0	6666666.308629.peg.3253;
rxn00102_c0	carbonate_hydro_lyase_carbon_dioxide_forming_c0	cpd00067_c0 + cpd00242_c0 <=> cpd00001_c0 + cpd00011_c0	
rxn02283_c0	5_Formyltetrahydrofolate_L_glutamate_N_formiminotransferase_c0	cpd00023_c0 + cpd02197_c0 <=> cpd00067_c0 + cpd00087_c0 + cpd00770_c0	6666666.308629.peg.3655;
rxn00512_c0	Glycolate_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd00139_c0 <=> cpd00004_c0 + cpd00040_c0 + cpd00067_c0	
rxn05396_c0	9_methyl_decanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11532_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11533_c0	6666666.308629.peg.2141;6666666.308629.peg.2137;
rxn01352_c0	dGTP_triphosphohydrolase_c0	cpd00001_c0 + cpd00241_c0 <=> cpd00277_c0 + cpd00421_c0	
rxn12634_c0	methionyl_aminopeptidase_c0	cpd00001_c0 + cpd11592_c0 <=> cpd00023_c0 + cpd00033_c0	6666666.308629.peg.4145;6666666.308629.peg.3137;6666666.308629.peg.703;
rxn00883_c0	1D_myo_Inositol_3_phosphate_phosphohydrolase_c0	cpd00001_c0 + cpd02484_c0 --> cpd00009_c0 + cpd00121_c0	6666666.308629.peg.3808;6666666.308629.peg.2928;
rxn01255_c0	5_O_1_Carboxyvinyl_3_phosphoshikimate_phosphate_lyase_chorismate_forming_c0	cpd00932_c0 --> cpd00009_c0 + cpd00216_c0	6666666.308629.peg.1636;
rxn05872_c0	Secondary_c0	cpd00003_c0 + cpd11679_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd11733_c0	6666666.308629.peg.1228;
rxn04727_c0	R06918_c0	cpd00001_c0 + cpd00003_c0 + cpd09793_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd09794_c0	6666666.308629.peg.3765;
rxn05251_c0	FACOAL170anteiso_c0	cpd00002_c0 + cpd00010_c0 + cpd11433_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11434_c0	
rxn14089_c0	cis_3_chloro_2_propene_1_ol_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd04016_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd15064_c0	
rxn00214_c0	UDP_glucose_4_epimerase_c0	cpd00026_c0 <=> cpd00043_c0	6666666.308629.peg.2005;6666666.308629.peg.71;6666666.308629.peg.1400;6666666.308629.peg.2912;
rxn01211_c0	5_10_Methenyltetrahydrofolate_5_hydrolase_decyclizing_c0	cpd00001_c0 + cpd00347_c0 <=> cpd00067_c0 + cpd00201_c0	6666666.308629.peg.3431;
rxn00527_c0	L_tyrosine_2_oxoglutarate_aminotransferase_c0	cpd00024_c0 + cpd00069_c0 <=> cpd00023_c0 + cpd00868_c0	
rxn12224_c0	2_octaprenyl_6_methoxyphenol_hydroxylase_c0	cpd00007_c0 + cpd03446_c0 --> cpd00001_c0 + cpd03447_c0	
rxn05322_c0	Butyryl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0	cpd00004_c0 + 2.0 cpd00067_c0 + cpd11465_c0 --> cpd00003_c0 + cpd11464_c0	6666666.308629.peg.3236;
rxn00792_c0	biotin_CoA_ligase_AMP_forming_c0	cpd00012_c0 + cpd03517_c0 --> cpd00002_c0 + cpd00104_c0	
rxn03537_c0	R05222_c0	cpd00038_c0 + cpd03919_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd03920_c0	
rxn13782_c0	Protein_biosynthesis_c0	 --> cpd17041_c0	
rxn04270_c0	cis_2_Methyl_5_isopropylhexa_2_5_dienal_dehydrogenase_c0	cpd00001_c0 + cpd00003_c0 + cpd02708_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd08741_c0	6666666.308629.peg.3765;
rxn05430_c0	14_methyl_3_oxo_pentadecanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11566_c0 <=> cpd00006_c0 + cpd11567_c0	6666666.308629.peg.2139;
rxn11838_c0	4_hydroxy_5_phenyltetrahydro_1_3_oxazin_2_one_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd16401_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd16402_c0	
rxn01917_c0	ATP_N_acetyl_L_glutamate_5_phosphotransferase_c0	cpd00002_c0 + cpd00477_c0 <=> cpd00008_c0 + cpd02552_c0	6666666.308629.peg.141;
rxn10236_c0	anteisopentadecanoyl_phosphatidylserine_decarboxylase_c0	2.0 cpd00067_c0 + cpd15693_c0 <=> cpd00011_c0 + cpd15699_c0	6666666.308629.peg.1702;
rxn08527_c0	fumarate_reductase_c0	cpd00106_c0 + cpd15499_c0 <=> cpd00036_c0 + cpd15500_c0	6666666.308629.peg.2833;6666666.308629.peg.2832;
rxn01509_c0	ATP_dGMP_phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00296_c0 --> cpd00008_c0 + cpd00295_c0	6666666.308629.peg.398;
rxn02011_c0	UDP_N_acetylmuramoyl_L_alanyl_D_glutamate_L_meso_2_6_diaminoheptanedioate_gamma_ligase_ADP_forming_c0	cpd00002_c0 + cpd00516_c0 + cpd00525_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02964_c0	6666666.308629.peg.3850;
rxn00173_c0	acetyl_CoA_phosphate_acetyltransferase_c0	cpd00009_c0 + cpd00022_c0 --> cpd00010_c0 + cpd00196_c0	6666666.308629.peg.2478;
rxn08528_c0	fumarate_reductase_c0	cpd00106_c0 + cpd15353_c0 <=> cpd00036_c0 + cpd15352_c0	6666666.308629.peg.2833;6666666.308629.peg.2832;
rxn09205_c0	Phosphatidylserine_syntase_n_C12_0_c0	cpd00054_c0 + cpd15417_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15552_c0	
rxn05163_c0	putrescine_transport_via_ABC_system_c0	cpd00001_c0 + cpd00002_c0 + cpd00118_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00118_c0	
rxn05364_c0	6_methyl_3_oxo_octanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11500_c0 <=> cpd00006_c0 + cpd11501_c0	
rxn09201_c0	Phosphatidylserine_decarboxylase_n_C16_1_c0	2.0 cpd00067_c0 + cpd15556_c0 <=> cpd00011_c0 + cpd15532_c0	
rxn03035_c0	D_myo_Inositol_3_4_bisphosphate_4_phosphohydrolase_c0	cpd00001_c0 + cpd02513_c0 <=> cpd00009_c0 + 2.0 cpd00067_c0 + cpd02484_c0	
rxn02115_c0	R_Acetoin_racemase_c0	cpd00361_c0 <=> cpd01221_c0	6666666.308629.peg.4276;
rxn08352_c0	R08210_c0	cpd00004_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00003_c0 + cpd00202_c0	
rxn00187_c0	L_Glutamate_ammonia_ligase_ADP_forming_c0	cpd00002_c0 + cpd00013_c0 + cpd00023_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00053_c0 + cpd00067_c0	6666666.308629.peg.902;
rxn02431_c0	Formylmethanofuran_5_6_7_8_tetrahydromethanopterin_5_formyltransferase_c0	cpd00643_c0 + cpd00936_c0 --> cpd00067_c0 + cpd00735_c0 + cpd00895_c0	
rxn05734_c0	aldehyde_dehydrogenase_glyoxylate__NAD_c0	cpd00001_c0 + cpd00003_c0 + cpd00040_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00180_c0	
rxn02229_c0	3_Mercaptopyruvate_cyanide_sulfurtransferase_c0	cpd00081_c0 + cpd00706_c0 <=> cpd00020_c0 + cpd00268_c0	
rxn08812_c0	Lysophospholipase_L1_2_acylglycerophosphoglycerol__n_C14_1_periplasm_c0	cpd00001_c0 + cpd15320_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd15298_c0	
rxn02503_c0	ATP_2_amino_4_hydroxy_6_hydroxymethyl_7_8_dihydropteridine_6_pyrophosphotransferase_c0	cpd00002_c0 + cpd00954_c0 <=> cpd00018_c0 + cpd00067_c0 + cpd02920_c0	
rxn05338_c0	3R_3_Hydroxydecanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11482_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd11487_c0	6666666.308629.peg.2139;
rxn00627_c0	ATP_D_fructose_1_phosphotransferase_c0	cpd00002_c0 + cpd00082_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00802_c0	
rxn03135_c0	R04558_c0	cpd00053_c0 + cpd02991_c0 --> cpd00023_c0 + 2.0 cpd00067_c0 + cpd02843_c0 + cpd02851_c0	6666666.308629.peg.82;
rxn05429_c0	12_methyl_tridecanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11565_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11566_c0	
rxn08310_c0	CDP_diacylglycerol_synthetase_n_C16_1_c0	cpd00052_c0 + cpd15525_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15418_c0	6666666.308629.peg.3131;
rxn00915_c0	GMP_diphosphate_5_phospho_alpha_D_ribosyltransferase_c0	cpd00103_c0 + cpd00207_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00126_c0	6666666.308629.peg.3896;
rxn03462_c0	Gal_beta1_3GalNAc_beta1_4Gal_beta1_4Glc_beta1_1Cer_galactohydrolase_c0	cpd00001_c0 + cpd03657_c0 <=> cpd00108_c0 + cpd03656_c0	
rxn10224_c0	anteisopentadecanoyl_phosphatidate_cytidylyltransferase_c0	cpd00052_c0 + cpd15681_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15687_c0	6666666.308629.peg.3131;
rxn05337_c0	3R_3_Hydroxyhexanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0	6666666.308629.peg.2139;
rxn01135_c0	Oxalate_CoA_ligase_AMP_forming_c0	cpd00002_c0 + cpd00010_c0 + cpd00180_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd00262_c0	
rxn01653_c0	5_Formyltetrahydrofolate_cyclo_ligase_ADP_forming_c0	cpd00002_c0 + cpd02197_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00347_c0	
rxn00474_c0	L_serine_hydro_lyase_adding_indole_L_tryptophan_forming_c0	cpd00054_c0 + cpd00359_c0 --> cpd00001_c0 + cpd00065_c0	6666666.308629.peg.1564;6666666.308629.peg.3700;6666666.308629.peg.1565;
rxn03147_c0	1_5_Phosphoribosyl_5_amino_4_carboxyimidazole_L_aspartate_ligase_ADP_forming_c0	cpd00002_c0 + cpd00041_c0 + cpd02893_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02921_c0	6666666.308629.peg.3644;6666666.308629.peg.136;
rxn03843_c0	Farnesyl_diphosphate_Isopentenyl_diphosphate_farnesyl_cistransferase_c0	cpd00113_c0 + cpd00350_c0 --> cpd00012_c0 + cpd00067_c0 + cpd08211_c0	6666666.308629.peg.3132;
rxn05376_c0	12_methyl_3_oxo_tetra_decanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11512_c0 <=> cpd00006_c0 + cpd11513_c0	6666666.308629.peg.2139;
rxn11809_c0	alcophosphamide_NAD_plus__oxidoreductase_c0	cpd00004_c0 + cpd00067_c0 + cpd04806_c0 <=> cpd00003_c0 + cpd16365_c0	
rxn01116_c0	D_Ribulose_5_phosphate_3_epimerase_c0	cpd00171_c0 <=> cpd00198_c0	6666666.308629.peg.4276;
rxn02182_c0	beta_alanyl_CoA_ammonia_lyase_acryloyl_CoA_forming_c0	cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0	6666666.308629.peg.3272;
rxn02811_c0	3_Isopropylmalate_hydro_lyase_c0	cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0	6666666.308629.peg.3768;6666666.308629.peg.3769;
rxn03062_c0	3_Isopropylmalate_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd02693_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02605_c0	6666666.308629.peg.1583;
rxn00670_c0	propanoyl_CoA_phosphate_propanoyltransferase_c0	cpd00009_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd01844_c0	
rxn01544_c0	XMP_pyrophosphate_phosphoribosyltransferase_c0	cpd00103_c0 + cpd00309_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00497_c0	6666666.308629.peg.3896;
rxn00863_c0	L_histidinal_NAD_plus__oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd01324_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00119_c0	6666666.308629.peg.663;
rxn09113_c0	Phosphatidylglycerol_synthase_n_C18_0_c0	cpd00080_c0 + cpd15421_c0 <=> cpd00046_c0 + cpd15547_c0	6666666.308629.peg.3462;6666666.308629.peg.2934;6666666.308629.peg.3706;
rxn00473_c0	L_tryptophan_indole_lyase_deaminating_pyruvate_forming_c0	cpd00001_c0 + cpd00065_c0 --> cpd00013_c0 + cpd00020_c0 + cpd00359_c0	
rxn00908_c0	glycine_synthase_c0	cpd00003_c0 + cpd00033_c0 + cpd00087_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00013_c0 + cpd00125_c0	6666666.308629.peg.1429;
rxn10215_c0	anteisoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase_c0	cpd11434_c0 + cpd15672_c0 --> cpd00010_c0 + cpd00067_c0 + cpd15678_c0	
rxn02402_c0	Nicotinate_nucleotide_pyrophosphate_phosphoribosyltransferase_carboxylating_c0	cpd00067_c0 + cpd00103_c0 + cpd02333_c0 --> cpd00011_c0 + cpd00012_c0 + cpd00873_c0	
rxn00682_c0	L_erythro_3_Methylmalyl_CoA_glyoxylate_lyase_propanoyl_CoA_forming_c0	cpd00040_c0 + cpd00067_c0 + cpd00086_c0 <=> cpd03588_c0	6666666.308629.peg.3422;
rxn05452_c0	14_methyl_hexa_decanoyl_ACP_acyl_carrier_protein_transferase_c0	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11519_c0 <=> cpd11434_c0 + cpd11493_c0	
rxn01607_c0	ATP_R_mevalonate_5_phosphotransferase_c0	cpd00002_c0 + cpd00332_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd00812_c0	6666666.308629.peg.643;
rxn05465_c0	Malonyl_CoA_acyl_carrier_protein_S_malonyltransferase_c0	cpd00067_c0 + cpd00070_c0 + cpd11493_c0 <=> cpd00010_c0 + cpd11492_c0	6666666.308629.peg.1689;6666666.308629.peg.2140;6666666.308629.peg.1605;
rxn12845_c0	Gly_Leu_aminopeptidase_c0	cpd00001_c0 + cpd15604_c0 <=> cpd00033_c0 + cpd00107_c0	6666666.308629.peg.4145;6666666.308629.peg.3137;6666666.308629.peg.703;
rxn05380_c0	14_methyl_3_oxo_hexa_decanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11516_c0 <=> cpd00006_c0 + cpd11517_c0	
rxn05347_c0	Acyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11494_c0 --> cpd00011_c0 + cpd11488_c0 + cpd11493_c0	6666666.308629.peg.2772;6666666.308629.peg.2141;6666666.308629.peg.2137;6666666.308629.peg.1584;
rxn04413_c0	R06558_c0	cpd00038_c0 + cpd03918_c0 <=> cpd00031_c0 + cpd00067_c0 + cpd03919_c0	
rxn14112_c0	dTDP_4_oxo_2_6_dideoxy_D_glucose_3_5_epimerase_c0	cpd08719_c0 <=> cpd08724_c0	
rxn03407_c0	Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_gamma_D_glutamyl_L_lysyl_D_alanyl_D_alanine_ammonia_ligase_ADP_forming_c0	cpd00002_c0 + cpd00013_c0 + cpd03491_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03492_c0	6666666.308629.peg.902;
rxn05388_c0	5_methyl_hexanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11524_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11525_c0	
