Reaction id	Reaction name	stoichiometry	Genes
rxn03095_c0	Taurodeoxycholate_amidohydrolase_c0	cpd03244_c0 + cpd00001_c0 <=> cpd00210_c0 + cpd02733_c0	
rxn00566_c0	L_Cysteine_hydrogen_sulfide_lyase_deaminating_pyruvate_forming_c0	cpd00084_c0 + cpd00001_c0 --> cpd00020_c0 + cpd00013_c0 + cpd00239_c0 + cpd00067_c0	6666666.378008.peg.3442;
rxn07433_c0	R07602_c0	cpd14698_c0 + cpd00213_c0 <=> cpd14699_c0 + cpd00056_c0	
rxn03762_c0	R05465_c0	cpd00051_c0 + cpd00102_c0 <=> cpd04058_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.4755;
rxn01269_c0	Prephenate_NADP_plus__oxidoreductasedecarboxylating_c0	cpd00219_c0 + cpd00006_c0 --> cpd00011_c0 + cpd00005_c0 + cpd00868_c0	6666666.378008.peg.2462;
rxn00392_c0	ATP_riboflavin_5_phosphotransferase_c0	cpd00220_c0 + cpd00002_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00050_c0	
rxn00747_c0	D_glyceraldehyde_3_phosphate_aldose_ketose_isomerase_c0	cpd00102_c0 <=> cpd00095_c0	6666666.378008.peg.340;
rxn01334_c0	Sedoheptulose_1_7_bisphosphate_D_glyceraldehyde_3_phosphate_lyase_c0	cpd00349_c0 <=> cpd00236_c0 + cpd00095_c0	6666666.378008.peg.4542;
rxn03406_c0	Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine__c0	cpd00002_c0 + cpd00013_c0 + cpd03487_c0 --> cpd03488_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	
rxn00029_c0	5_aminolevulinate_hydro_lyase_adding_5_aminolevulinate_and_cyclizing_porphobilinogen_forming_c0	2.0 cpd00338_c0 --> cpd00689_c0 + cpd00067_c0 + 2.0 cpd00001_c0	6666666.378008.peg.761;
rxn07488_c0	R07673_c0	cpd14654_c0 <=> cpd01536_c0	6666666.378008.peg.846;
rxn06673_c0	Acetyl_CoA_carbon_dioxide_ligase_ADP_forming_c0	cpd12543_c0 + cpd00022_c0 --> cpd12848_c0 + cpd00070_c0	
rxn07734_c0	hydroxycinnamoyl_CoA_anthocyanidin_3_5_diglucoside_5_O_glucoside_6_O_hydroxycinnamoyltransferase_c0	cpd15028_c0 + cpd00270_c0 <=> cpd00010_c0 + cpd15029_c0	6666666.378008.peg.1545;
rxn12646_c0	RXN0_6983c_c0	cpd11580_c0 + cpd00001_c0 <=> cpd00053_c0 + cpd00033_c0	6666666.378008.peg.1300;6666666.378008.peg.2861;6666666.378008.peg.2303;6666666.378008.peg.157;6666666.378008.peg.1363;
rxn06777_c0	S_3_Hydroxytetradecanoyl_CoA_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd03115_c0 <=> cpd00067_c0 + cpd12689_c0 + cpd00004_c0	6666666.378008.peg.4118;
rxn05448_c0	10_methyl_trans_undec_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific_c0	cpd11560_c0 + cpd00004_c0 + cpd00067_c0 --> cpd11561_c0 + cpd00003_c0	
rxn05446_c0	6_methyl_trans_hept_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific_c0	cpd00067_c0 + cpd11552_c0 + cpd00004_c0 --> cpd11553_c0 + cpd00003_c0	6666666.378008.peg.1675;6666666.378008.peg.1473;6666666.378008.peg.557;6666666.378008.peg.3316;
rxn02175_c0	ATP_pantetheine_4_phosphate_adenylyltransferase_c0	cpd00002_c0 + cpd00834_c0 <=> cpd00012_c0 + cpd00655_c0	6666666.378008.peg.3515;
rxn02835_c0	1_5_phospho_D_ribosyl_AMP_1_6_hydrolase_c0	cpd01777_c0 + cpd00001_c0 <=> cpd02979_c0	
rxn03440_c0	R05076_c0	cpd03588_c0 <=> cpd03589_c0 + cpd00001_c0	6666666.378008.peg.376;6666666.378008.peg.4720;6666666.378008.peg.144;
rxn04385_c0	L_threonine_O_3_phosphate_carboxy_lyase_c0	cpd00067_c0 + cpd08928_c0 --> cpd00011_c0 + cpd02547_c0	6666666.378008.peg.3050;
rxn03861_c0	S_3_Hydroxybutanoyl_CoA_NADP_plus__oxidoreductase_c0	cpd03043_c0 + cpd00006_c0 <=> cpd00279_c0 + 2.0 cpd00067_c0 + cpd00005_c0	6666666.378008.peg.3567;
rxn00324_c0	glycolate_NADP_plus__oxidoreductase_c0	cpd00139_c0 + cpd00006_c0 <=> cpd00005_c0 + cpd00040_c0 + cpd00067_c0	6666666.378008.peg.3324;6666666.378008.peg.2683;
rxn08839_c0	Lysophospholipase_L2_2_acylglycerophosphoethanolamine__n_C14_0_c0	cpd00001_c0 + cpd15337_c0 <=> cpd00908_c0 + cpd03847_c0 + cpd00067_c0	6666666.378008.peg.741;
rxn03289_c0	3alpha_7alpha_12alpha_24_tetrahydroxy_5beta_cholestanoyl_CoA_NAD_plus__oxidoreductase_c0	cpd03233_c0 + cpd00003_c0 <=> cpd00067_c0 + cpd03248_c0 + cpd00004_c0	6666666.378008.peg.4118;
rxn01575_c0	L_Isoleucine_2_oxoglutarate_aminotransferase_c0	cpd00322_c0 + cpd00024_c0 <=> cpd00508_c0 + cpd00023_c0	
rxn01454_c0	acetyl_CoA_acetoacetyl_CoA_C_acetyltransferase_thioester_hydrolysing__carboxymethyl_forming_c0	cpd00279_c0 + cpd00001_c0 + cpd00022_c0 --> cpd00067_c0 + cpd00292_c0 + cpd00010_c0	6666666.378008.peg.1742;
rxn05150_c0	zinc_transport_via_ABC_system_c0	cpd00002_c0 + cpd00001_c0 + cpd00034_e0 --> cpd00034_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.1598;
rxn02009_c0	UDP_N_acetylmuramoyl_L_alanyl_D_glutamate_L_lysine_gamma_ligase_ADP_forming_c0	cpd00525_c0 + cpd00039_c0 + cpd00002_c0 <=> cpd02861_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.1898;
rxn01315_c0	L_Phenylalanine_tetrahydrobiopterin_oxygen_oxidoreductase_4_hydroxylating_c0	cpd00233_c0 + cpd00007_c0 + cpd00066_c0 --> cpd00001_c0 + cpd00231_c0 + cpd00069_c0	6666666.378008.peg.1968;
rxn03240_c0	S_3_Hydroxyhexadecanoyl_CoA_hydro_lyase_c0	cpd03113_c0 <=> cpd03126_c0 + cpd00001_c0	6666666.378008.peg.376;6666666.378008.peg.4720;6666666.378008.peg.144;
rxn09562_c0	Guanylate_kinase_c0	cpd00115_c0 + cpd00067_c0 + cpd00126_c0 <=> cpd00177_c0 + cpd00031_c0	6666666.378008.peg.1201;
rxn05359_c0	4_methyl_3_oxo_hexanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11495_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11496_c0	6666666.378008.peg.3755;6666666.378008.peg.4759;6666666.378008.peg.2887;6666666.378008.peg.957;6666666.378008.peg.1198;
rxn06098_c0	Phosphatidylcholine_sterol_O_acyltransferase_c0	cpd11624_c0 + cpd00301_c0 <=> cpd11979_c0 + cpd02601_c0	6666666.378008.peg.3060;
rxn00555_c0	L_glutamine_D_fructose_6_phosphate_isomerase_deaminating_c0	cpd00053_c0 + cpd00072_c0 <=> cpd00288_c0 + cpd00023_c0	
rxn03282_c0	R04805_c0	cpd03227_c0 + cpd00003_c0 <=> cpd03228_c0 + cpd00067_c0 + cpd00004_c0	6666666.378008.peg.980;
rxn03435_c0	R_2_3_Dihydroxy_3_methylpentanoate_NADP_plus__oxidoreductase_isomerizing_c0	cpd02535_c0 + cpd00006_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd10162_c0	
rxn03080_c0	5_amino_6_D_ribitylaminouracil_butanedionetransferase_c0	cpd02882_c0 + cpd11225_c0 <=> cpd02656_c0 + 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.1104;
rxn10237_c0	isohexadecanoyl_phosphatidylserine_decarboxylase_c0	2.0 cpd00067_c0 + cpd15694_c0 <=> cpd00011_c0 + cpd15700_c0	6666666.378008.peg.311;
rxn01044_c0	D_xylose_aldose_ketose_isomerase_c0	cpd00154_c0 <=> cpd00259_c0	6666666.378008.peg.3109;
rxn12644_c0	methionyl_aminopeptidase_c0	cpd11582_c0 + cpd00001_c0 <=> cpd00161_c0 + cpd00035_c0	6666666.378008.peg.2861;6666666.378008.peg.1363;6666666.378008.peg.2303;6666666.378008.peg.157;6666666.378008.peg.1300;
rxn00147_c0	ATP_pyruvate_water_phosphotransferase_c0	cpd00020_c0 + cpd00002_c0 + cpd00001_c0 --> cpd00009_c0 + 3.0 cpd00067_c0 + cpd00018_c0 + cpd00061_c0	6666666.378008.peg.4652;
rxn00849_c0	D_Alanine_2_oxoglutarate_aminotransferase_c0	cpd00024_c0 + cpd00117_c0 <=> cpd00020_c0 + cpd00186_c0	6666666.378008.peg.1095;
rxn08843_c0	Lysophospholipase_L2_2_acylglycerophosphoethanolamine__n_C18_0_c0	cpd15341_c0 + cpd00001_c0 <=> cpd01080_c0 + cpd00908_c0 + cpd00067_c0	6666666.378008.peg.741;
rxn04723_c0	R06914_c0	cpd09790_c0 + cpd00001_c0 + cpd00003_c0 <=> cpd09791_c0 + 2.0 cpd00067_c0 + cpd00004_c0	6666666.378008.peg.2268;
rxn00213_c0	UTP_alpha_D_glucose_1_phosphate_uridylyltransferase_c0	cpd00089_c0 + cpd00062_c0 <=> cpd00026_c0 + cpd00012_c0	6666666.378008.peg.4641;
rxn00777_c0	D_ribose_5_phosphate_aldose_ketose_isomerase_c0	cpd00101_c0 <=> cpd00171_c0	6666666.378008.peg.1980;
rxn13784_c0	RNA_transcription_c0	 --> cpd17043_c0	6666666.378008.peg.149;6666666.378008.peg.1314;6666666.378008.peg.3679;6666666.378008.peg.2951;6666666.378008.peg.2512;6666666.378008.peg.1312;6666666.378008.peg.490;6666666.378008.peg.3959;
rxn01740_c0	Shikimate_NADP_plus__3_oxidoreductase_c0	cpd00006_c0 + cpd00383_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd01716_c0	6666666.378008.peg.3984;
rxn00190_c0	Deamido_NAD_plus__L_glutamine_amido_ligase_AMP_forming_c0	cpd00053_c0 + cpd00638_c0 + cpd00001_c0 + cpd00002_c0 --> cpd00023_c0 + cpd00003_c0 + cpd00018_c0 + cpd00012_c0 + 2.0 cpd00067_c0	
rxn05327_c0	Decanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0	2.0 cpd00067_c0 + cpd11475_c0 + cpd00004_c0 --> cpd11474_c0 + cpd00003_c0	6666666.378008.peg.1675;6666666.378008.peg.1473;6666666.378008.peg.557;6666666.378008.peg.3316;
rxn01013_c0	D_Glycerate_NADP_plus__2_oxidoreductase_c0	cpd00006_c0 + cpd00223_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00145_c0	6666666.378008.peg.3324;6666666.378008.peg.2683;
rxn02314_c0	ATP_D_tagatose_6_phosphate_1_phosphotransferase_c0	cpd00805_c0 + cpd00002_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd02371_c0	6666666.378008.peg.986;6666666.378008.peg.2759;
rxn08801_c0	Lysophospholipase_L1_2_acylglycerophosphotidate__n_C18_0_periplasm_c0	cpd15329_c0 + cpd00001_c0 <=> cpd01080_c0 + cpd00080_c0 + cpd00067_c0	6666666.378008.peg.741;
rxn00927_c0	Adenosine_ribohydrolase_c0	cpd00001_c0 + cpd00182_c0 <=> cpd00128_c0 + cpd00105_c0	
rxn00251_c0	phosphate_oxaloacetate_carboxy_lyase_adding_phosphatephosphoenolpyruvate_forming_c0	cpd00032_c0 + cpd00009_c0 + cpd00067_c0 <=> cpd00011_c0 + cpd00061_c0 + cpd00001_c0	6666666.378008.peg.3978;6666666.378008.peg.4597;
rxn00139_c0	AMP_diphosphate_phospho_D_ribosyltransferase_c0	cpd00128_c0 + cpd00103_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00018_c0	
rxn07261_c0	R07384_c0	cpd00046_c0 + cpd12606_c0 + 2.0 cpd00067_c0 <=> cpd12322_c0 + cpd00444_c0	6666666.378008.peg.13;
rxn00790_c0	5_phosphoribosylamine_diphosphate_phospho_alpha_D_ribosyltransferase_glutamate_amidating_c0	cpd00053_c0 + cpd00103_c0 + cpd00001_c0 --> cpd00023_c0 + cpd01982_c0 + cpd00012_c0 + cpd00067_c0	6666666.378008.peg.316;6666666.378008.peg.2891;
rxn03910_c0	2_Phospho_4_cytidine_5_diphospho_2_C_methyl_D_erythritol_CMP_lyase_cyclizing_c0	cpd08288_c0 <=> cpd00046_c0 + cpd08301_c0	6666666.378008.peg.3419;
rxn00237_c0	ATP_GDP_phosphotransferase_c0	cpd00002_c0 + cpd00031_c0 <=> cpd00008_c0 + cpd00038_c0	6666666.378008.peg.341;
rxn01489_c0	Geranylgeranyl_diphosphate_geranylgeranyl_diphosphate_geranylgeranyltransferase_c0	2.0 cpd00289_c0 --> cpd02168_c0 + cpd00012_c0 + cpd00067_c0	6666666.378008.peg.2230;6666666.378008.peg.1388;
rxn07100_c0	CDPethanolamine_1_alkyl_2_acylglycerol_ethanolaminephosphotransferase_c0	cpd12273_c0 + cpd00444_c0 <=> 2.0 cpd00067_c0 + cpd12554_c0 + cpd00046_c0	6666666.378008.peg.13;
rxn03540_c0	R05225_c0	4.0 cpd00053_c0 + 4.0 cpd00002_c0 + 4.0 cpd00001_c0 + cpd03916_c0 <=> cpd03917_c0 + 4.0 cpd00067_c0 + 4.0 cpd00023_c0 + 4.0 cpd00008_c0 + 4.0 cpd00009_c0	6666666.378008.peg.3051;
rxn08311_c0	CDP_diacylglycerol_synthetase_n_C18_0_c0	cpd00052_c0 + cpd15526_c0 <=> cpd00012_c0 + cpd15421_c0 + cpd00067_c0	
rxn03919_c0	D_glycero_beta_D_manno_heptose_1_7_bisphosphate_7_phosphohydrolase_c0	cpd00001_c0 + cpd08316_c0 --> cpd04920_c0 + cpd00009_c0	
rxn03175_c0	N_5_Phospho_D_ribosylformimino_5_amino_1__5_phospho_D_ribosyl_4_imidazolecarboxamide_ketol_isomerase_c0	cpd02979_c0 + cpd00067_c0 <=> cpd02991_c0	6666666.378008.peg.3182;
rxn10264_c0	isohexadecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase_c0	cpd00080_c0 + cpd15688_c0 <=> cpd15721_c0 + cpd00046_c0	6666666.378008.peg.2294;6666666.378008.peg.710;
rxn03421_c0	2_5_Diaminopyrimidine_nucleoside_triphosphate_mutase_c0	cpd03519_c0 <=> cpd03666_c0	6666666.378008.peg.358;6666666.378008.peg.2011;
rxn10227_c0	anteisoheptadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0	cpd00054_c0 + cpd15684_c0 --> cpd15690_c0 + 2.0 cpd00067_c0 + cpd00046_c0	6666666.378008.peg.310;
rxn05336_c0	3R_3_Hydroxypalmitoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11481_c0 <=> cpd00005_c0 + cpd11485_c0	6666666.378008.peg.3363;6666666.378008.peg.2985;6666666.378008.peg.1614;6666666.378008.peg.3071;6666666.378008.peg.2893;6666666.378008.peg.1195;
rxn09210_c0	Phosphatidylserine_syntase_n_C18_0_c0	cpd00054_c0 + cpd15421_c0 --> cpd15557_c0 + 2.0 cpd00067_c0 + cpd00046_c0	6666666.378008.peg.310;
rxn02260_c0	R03157_c0	cpd03375_c0 + cpd00008_c0 + cpd00009_c0 <-- cpd00010_c0 + cpd00745_c0 + cpd00067_c0 + cpd00002_c0	
rxn00285_c0	Succinate_CoA_ligase_ADP_forming_c0	cpd00036_c0 + cpd00002_c0 + cpd00010_c0 <=> cpd00008_c0 + cpd00078_c0 + cpd00009_c0	6666666.378008.peg.2022;6666666.378008.peg.3658;6666666.378008.peg.4598;6666666.378008.peg.4599;
rxn05371_c0	8_methyl_decanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11507_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11508_c0 + cpd11493_c0	6666666.378008.peg.3755;6666666.378008.peg.4759;6666666.378008.peg.2887;6666666.378008.peg.957;6666666.378008.peg.1198;
rxn00182_c0	L_glutamate_NAD_plus__oxidoreductase_deaminating_c0	cpd00001_c0 + cpd00023_c0 + cpd00003_c0 <=> cpd00024_c0 + cpd00013_c0 + cpd00067_c0 + cpd00004_c0	6666666.378008.peg.4502;
rxn05552_c0	ethanesulfonate_transport_via_ABC_system_c0	cpd00002_c0 + cpd11579_e0 + cpd00001_c0 --> cpd11579_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.2540;6666666.378008.peg.2539;
rxn02181_c0	3_Hydroxypropionyl_CoA_hydro_lyase_c0	cpd03375_c0 <=> cpd00663_c0 + cpd00001_c0	6666666.378008.peg.144;6666666.378008.peg.4720;6666666.378008.peg.376;
rxn00532_c0	3_oxopropanoate_NADP_plus__oxidoreductase_CoA_malonylating_c0	cpd00010_c0 + cpd00006_c0 + cpd00191_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00070_c0	6666666.378008.peg.2268;
rxn05172_c0	ATP_phosphohydrolase_taurine_importing_c0	cpd00002_c0 + cpd00001_c0 + cpd00210_e0 --> cpd00210_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.2539;6666666.378008.peg.2540;
rxn04052_c0	R05814_c0	cpd08375_c0 + 2.0 cpd00067_c0 <=> cpd03421_c0	
rxn06864_c0	Biotinyl_5_AMP_apo_carboxylase_ligase_AMP_forming_c0	cpd03517_c0 + cpd12847_c0 <=> cpd12848_c0 + cpd00067_c0 + cpd00018_c0	6666666.378008.peg.2208;
rxn02819_c0	S_Adenosyl_L_methionine_16_methoxy_2_3_dihydro_3_hydroxytabersonine_N_methyltransferase_c0	cpd00017_c0 + cpd02787_c0 <=> cpd01736_c0 + cpd00067_c0 + cpd00019_c0	6666666.378008.peg.4773;
rxn01479_c0	CTP_ethanolamine_phosphate_cytidylyltransferase_c0	cpd00285_c0 + cpd00052_c0 <=> cpd00012_c0 + cpd00444_c0	6666666.378008.peg.3761;
rxn08615_c0	glycogen_synthase_ADPGlc_c0	cpd15302_c0 + cpd00387_c0 <=> cpd00008_c0 + cpd00155_c0	6666666.378008.peg.4574;
rxn08815_c0	Lysophospholipase_L1_2_acylglycerophosphoglycerol__n_C18_0_periplasm_c0	cpd15323_c0 + cpd00001_c0 <=> cpd01080_c0 + cpd00067_c0 + cpd02090_c0	
rxn00472_c0	ornithine_racemase_c0	cpd00064_c0 <=> cpd00404_c0	6666666.378008.peg.4118;
rxn00126_c0	ATP_L_methionine_S_adenosyltransferase_c0	cpd00002_c0 + cpd00060_c0 + cpd00001_c0 --> cpd00009_c0 + cpd00017_c0 + cpd00012_c0 + cpd00067_c0	6666666.378008.peg.1070;6666666.378008.peg.566;
rxn12844_c0	Gly_Cys_aminopeptidase_c0	cpd15603_c0 + cpd00001_c0 <=> cpd00084_c0 + cpd00033_c0	6666666.378008.peg.1300;6666666.378008.peg.2861;6666666.378008.peg.2303;6666666.378008.peg.1363;6666666.378008.peg.157;
rxn08798_c0	Lysophospholipase_L1_2_acylglycerophosphotidate__n_C14_1_periplasm_c0	cpd15330_c0 + cpd00001_c0 --> cpd15298_c0 + 2.0 cpd00067_c0 + cpd00080_c0	
rxn05175_c0	spermidine_transport_via_ABC_system_c0	cpd00002_c0 + cpd00001_c0 + cpd00264_e0 --> cpd00264_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0	6666666.378008.peg.2296;6666666.378008.peg.2295;
rxn00058_c0	Ferrocytochrome_c_oxygen_oxidoreductase_c0	4.0 cpd00110_c0 + cpd00007_c0 + 4.0 cpd00067_c0 --> 4.0 cpd00109_c0 + 2.0 cpd00001_c0	6666666.378008.peg.4507;6666666.378008.peg.4805;6666666.378008.peg.2716;6666666.378008.peg.4807;6666666.378008.peg.2712;6666666.378008.peg.4806;6666666.378008.peg.4506;6666666.378008.peg.2711;6666666.378008.peg.4808;
rxn05034_c0	solanesyl_diphosphate_4_hydroxybenzoate_nonaprenyltransferase_c0	cpd02172_c0 + cpd00136_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd02419_c0	6666666.378008.peg.3849;
rxn08306_c0	CDP_diacylglycerol_synthetase_n_C12_0_c0	cpd00052_c0 + cpd15521_c0 <=> cpd15417_c0 + cpd00012_c0 + cpd00067_c0	6666666.378008.peg.1248;
rxn08821_c0	Lysophospholipase_L2_2_acylglycerophosphotidate__n_C16_1_c0	cpd15354_c0 + cpd00001_c0 <=> cpd00080_c0 + cpd15237_c0 + 2.0 cpd00067_c0	6666666.378008.peg.741;
rxn00206_c0	superoxide_superoxide_oxidoreductase_c0	2.0 cpd00532_c0 + 2.0 cpd00067_c0 --> cpd00007_c0 + cpd00025_c0	6666666.378008.peg.781;
rxn01871_c0	acetyl_CoA_enzyme_N6_dihydrolipoyllysine_S_acetyltransferase_c0	cpd00022_c0 + cpd00449_c0 --> cpd00010_c0 + cpd00836_c0	
rxn05340_c0	3R_3_Hydroxydodecanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11480_c0 <=> cpd11489_c0 + cpd00005_c0	6666666.378008.peg.3363;6666666.378008.peg.1195;6666666.378008.peg.1614;6666666.378008.peg.3071;6666666.378008.peg.2893;6666666.378008.peg.2985;
rxn00484_c0	L_Tryptophan_decarboxy_lyase_c0	cpd00065_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00318_c0	6666666.378008.peg.4597;6666666.378008.peg.3978;
rxn04704_c0	coproporphyrinogen_III_S_adenosyl_L_methionine_oxidoreductasedecarboxylating_c0	cpd02083_c0 + 2.0 cpd00017_c0 <=> 2.0 cpd00011_c0 + cpd00791_c0 + 2.0 cpd03091_c0 + 2.0 cpd00060_c0	
rxn14301_c0	L_arginine_taurine_amidinotransferase_c0	cpd00051_c0 + cpd00210_c0 <=> cpd01345_c0 + cpd00064_c0	
rxn00299_c0	GTP_7_8_8_9_dihydrolase_c0	cpd00001_c0 + cpd00038_c0 --> cpd00047_c0 + cpd02978_c0 + cpd00067_c0	6666666.378008.peg.2011;6666666.378008.peg.358;
rxn12013_c0	thiol_containing_reductant_hydroperoxide_oxidoreductase_c0	2.0 cpd11849_c0 + cpd14475_c0 <=> cpd14474_c0 + cpd00001_c0 + cpd00057_c0	
rxn05389_c0	7_methyl_3_oxo_octanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11525_c0 <=> cpd00006_c0 + cpd11526_c0	6666666.378008.peg.3363;6666666.378008.peg.1195;6666666.378008.peg.1614;6666666.378008.peg.3071;6666666.378008.peg.2893;6666666.378008.peg.2985;
rxn07230_c0	1_phosphatidyl_1D_myo_inositol_3_4_bisphosphate_4_phosphohydrolase_c0	cpd13383_c0 + cpd00001_c0 <=> cpd00067_c0 + cpd12572_c0 + cpd00009_c0	6666666.378008.peg.3667;
rxn04737_c0	R06928_c0	cpd00003_c0 + cpd00001_c0 + cpd09802_c0 <=> cpd00004_c0 + cpd09804_c0 + 2.0 cpd00067_c0	6666666.378008.peg.2268;
rxn05735_c0	aldehyde_dehydrogenase_aminoacetaldehyde__NAD_c0	cpd00001_c0 + cpd00003_c0 + cpd04122_c0 --> cpd00004_c0 + cpd00033_c0 + 2.0 cpd00067_c0	6666666.378008.peg.4183;
rxn03921_c0	R05649_c0	cpd00001_c0 + cpd00003_c0 + cpd08279_c0 <=> cpd00004_c0 + cpd02045_c0 + 2.0 cpd00067_c0	6666666.378008.peg.2268;
rxn00904_c0	L_Valine_pyruvate_aminotransferase_c0	cpd00020_c0 + cpd00156_c0 <=> cpd00123_c0 + cpd00035_c0	
rxn06734_c0	Biotin_apo_propionyl_CoA_carbon_dioxide_ligase_ADP_forming_c0	cpd00002_c0 + cpd12608_c0 + cpd00104_c0 <=> cpd12597_c0 + cpd00018_c0 + cpd00012_c0 + cpd00067_c0	6666666.378008.peg.2208;
rxn02484_c0	ATP_4_amino_5_hydroxymethyl_2_methylpyrimidine_5_phosphotransferase_c0	cpd00002_c0 + cpd00939_c0 <=> cpd02775_c0 + cpd00008_c0 + cpd00067_c0	6666666.378008.peg.1575;
rxn02916_c0	R04175_c0	cpd02074_c0 --> cpd00922_c0 + cpd00001_c0 + cpd00067_c0	
rxn03618_c0	formaldehyde_NAD_plus__oxidoreductase_mycothiol_formylating_c0	cpd04105_c0 + cpd00003_c0 + cpd00055_c0 <=> cpd04106_c0 + cpd00067_c0 + cpd00004_c0	6666666.378008.peg.2268;
rxn12639_c0	RXN0_6976c_c0	cpd11587_c0 + cpd00001_c0 <=> cpd00053_c0 + cpd00035_c0	6666666.378008.peg.1300;6666666.378008.peg.2861;6666666.378008.peg.2303;6666666.378008.peg.157;6666666.378008.peg.1363;
rxn03159_c0	UDP_2_3_bis3_hydroxytetradecanoylglucosamine_2_3_bis_3_hydroxytetradecanoyl_alpha_D_glucosaminyl_1_phosphate_2_3_bis3_hydroxytetradecanoyl_glucosaminyltransferase_c0	cpd02930_c0 + cpd02835_c0 <=> cpd03002_c0 + cpd00014_c0	6666666.378008.peg.4043;
rxn01000_c0	prephenate_hydro_lyase_decarboxylating_phenylpyruvate_forming_c0	cpd00219_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00143_c0 + cpd00001_c0	
rxn03397_c0	UDP_L_rhamnose_flavonol_3_O_D_glucoside_L_rhamnosyltransferase_c0	cpd00017_c0 + cpd03447_c0 --> cpd00019_c0 + cpd00067_c0 + cpd03448_c0	
rxn01281_c0	R_Glycerate_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd00223_c0 <=> cpd00005_c0 + cpd00843_c0 + cpd00067_c0	
rxn12643_c0	RXN0_6979c_c0	cpd00001_c0 + cpd11583_c0 --> cpd00107_c0 + cpd00035_c0	
rxn01300_c0	ATP_L_homoserine_O_phosphotransferase_c0	cpd00002_c0 + cpd00227_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd00809_c0	
rxn00786_c0	D_fructose_1_6_bisphosphate_D_glyceraldehyde_3_phosphate_lyase_glycerone_phosphate_forming_c0	cpd00290_c0 <=> cpd00095_c0 + cpd00102_c0	
rxn14054_c0	trans_3_Chloro_2_propene_1_ol_NAD_plus__oxidoreductase_c0	cpd04015_c0 + cpd00003_c0 <=> cpd00067_c0 + cpd04017_c0 + cpd00004_c0	6666666.378008.peg.980;
rxn03012_c0	R04336_c0	cpd02414_c0 <=> cpd02465_c0 + cpd00001_c0 + cpd00067_c0	
rxn10195_c0	Teichoic_acid_glucose_substituted_export_c0	cpd15666_c0 + cpd15662_c0 <=> cpd00067_c0 + cpd00286_c0 + cpd15669_c0	6666666.378008.peg.1541;
rxn03908_c0	ATP_4_Cytidine_5_diphospho_2_C_methyl_D_erythritol_2_phosphotransferase_c0	cpd00002_c0 + cpd08287_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd08288_c0	6666666.378008.peg.2921;
rxn09197_c0	Phosphatidylserine_decarboxylase_n_C12_0_c0	cpd15552_c0 + 2.0 cpd00067_c0 <=> cpd00011_c0 + cpd15528_c0	6666666.378008.peg.311;
rxn00740_c0	O_Succinyl_L_homoserine_succinate_lyase_deaminating_2_oxobutanoate_forming_c0	cpd00822_c0 + cpd00001_c0 --> cpd00094_c0 + cpd00036_c0 + cpd00013_c0 + cpd00067_c0	
