Metabolite id	metabolite name
cpd02656_c0	6_7_Dimethyl_8__1_D_ribityllumazine_c0
cpd15700_c0	Diisohexadecanoylphosphatidylethanolamine_c0
cpd00154_c0	Xylose_c0
cpd00259_c0	D_Lyxulose_c0
cpd00161_c0	L_Threonine_c0
cpd00117_c0	D_Alanine_c0
cpd09790_c0	3_Methylsalicylaldehyde_c0
cpd09791_c0	3_Methylsalicylate_c0
cpd00062_c0	UTP_c0
cpd00101_c0	ribose_5_phosphate_c0
cpd17043_c0	RNA_transcription_c0
cpd00383_c0	Shikimate_c0
cpd01716_c0	3_Dehydroshikimate_c0
cpd11593_e0	ala_L_asp_L_e0
cpd11593_c0	ala_L_asp_L_c0
cpd00638_c0	Deamido_NAD_c0
cpd11475_c0	2E_Decenoyl_acp_c0
cpd00145_c0	Hydroxypyruvate_c0
cpd00805_c0	D_Tagatose_6_phosphate_c0
cpd02371_c0	D_Tagatose_1_6_biphosphate_c0
cpd00182_c0	Adenosine_c0
cpd12606_c0	Plasmenylethanolamine_c0
cpd00444_c0	CDPethanolamine_c0
cpd12322_c0	1_Alkenyl_2_acylglycerol_c0
cpd01982_c0	5_Phosphoribosylamine_c0
cpd08288_c0	2_phospho_4__cytidine5_diphospho_2_C_methyl_D_erythritol_c0
cpd12273_c0	1_Alkyl_2_acylglycerol_c0
cpd12554_c0	1_Alkyl_2_acylglycerophosphoethanolamine_c0
cpd15524_c0	1_2_dihexadecanoyl_sn_glycerol_3_phosphate_c0
cpd15421_c0	CDP_1_2_dioctadecanoylglycerol_c0
cpd08316_c0	D_Glycero_D_manno_heptose1_7_bisphosphate_c0
cpd04920_c0	D_Glycero_D_manno_heptose1_phosphate_c0
cpd02991_c0	phosphoribulosylformimino_AICAR_phosphate_c0
cpd15721_c0	Diisohexadecanoylphosphatidylglycerophosphate_c0
cpd15684_c0	CDP_1_2_dianteisoheptadecanoylglycerol_c0
cpd15690_c0	Dianteisoheptadecanoylphosphatidylserine_c0
cpd11481_c0	R_3_hydroxypalmitoyl_acyl_carrierprotein__c0
cpd11485_c0	3_oxohexadecanoyl_acp_c0
cpd11508_c0	10_methyl_3_oxo_dodecanoyl_ACP_c0
cpd11579_e0	ethanesulfonate_e0
cpd11579_c0	ethanesulfonate_c0
cpd00663_c0	Acrylyl_CoA_c0
cpd00210_e0	Taurine_e0
cpd08375_c0	Cobalt_precorrin_8_c0
cpd03421_c0	Cobyrinate_c0
cpd03517_c0	Biotinyl_5_AMP_c0
cpd02787_c0	16_Methoxy_2_3_dihydro_3_hydroxytabersonine_c0
cpd01736_c0	Deacetoxyvindoline_c0
cpd00285_c0	Phosphoethanolamine_c0
cpd15302_c0	glycogenn_1_c0
cpd00155_c0	Glycogen_c0
cpd15605_e0	Gly_Phe_e0
cpd15323_c0	1_Acyl_sn_glycero_3_phosphoglycerol_octadecanoyl_c0
cpd15603_c0	Gly_Cys_c0
cpd11435_c0	fa1coa_c0
cpd15330_c0	1_tetradec_7_enoyl_sn_glycerol_3_phosphate_c0
cpd15298_c0	tetradecenoate_c0
cpd00264_e0	Spermidine_e0
cpd00110_c0	Cytochrome_c2_plus__c0
cpd00109_c0	Cytochrome_c3_plus__c0
cpd00136_c0	4_Hydroxybenzoate_c0
cpd02172_c0	Solanesyl_diphosphate_c0
cpd02419_c0	Nonaprenyl_4_hydroxybenzoate_c0
cpd15417_c0	CDP_1_2_didodecanoylglycerol_c0
cpd11480_c0	D_3_Hydroxydodecanoyl_acp_c0
cpd00065_c0	L_Tryptophan_c0
cpd02083_c0	CoproporphyrinogenIII_c0
cpd00791_c0	ProtoporphyrinogenIX_c0
cpd01345_c0	Taurocyamine_c0
cpd11849_c0	RSH_c0
cpd14475_c0	ROOH_c0
cpd00057_c0	Alcohol_c0
cpd14474_c0	R_S_S_R_c0
cpd11525_c0	7_methyl_3_oxo_octanoyl_ACP_c0
cpd11526_c0	7_methyl_3_hydroxy_octanoyl_ACP_c0
cpd09802_c0	2_Naphthaldehyde_c0
cpd09804_c0	2_Naphthoic_acid_c0
cpd08279_c0	1_Hydroxy_2_naphthaldehyde_c0
cpd00156_c0	L_Valine_c0
cpd02775_c0	4_Amino_5_phosphomethyl_2_methylpyrimidine_c0
cpd02074_c0	2_Oxo_6_aminocaproate_c0
cpd00922_c0	delta1_Piperideine_2_carboxylate_c0
cpd00055_c0	Formaldehyde_c0
cpd04105_c0	Mycothiol_c0
cpd04106_c0	S_Formylmycothiol_c0
cpd11587_c0	Ala_Gln_c0
cpd02835_c0	UDP_2_3_bis3_hydroxytetradecanoylglucosamine_c0
cpd02930_c0	Lipid_X_c0
cpd00120_c0	Butyryl_CoA_c0
cpd00211_c0	Butyrate_c0
cpd03447_c0	2_Octaprenyl_6_methoxy_1_4_benzoquinone_c0
cpd03448_c0	2_Octaprenyl_3_methyl_6_methoxy_1_4_benzoquinone_c0
cpd00355_c0	Nicotinamide_ribonucleotide_c0
cpd02016_c0	N_Ribosylnicotinamide_c0
cpd11583_c0	Ala_Leu_c0
cpd00809_c0	O_Phospho_L_homoserine_c0
cpd03709_c0	Salicylaldehyde_c0
cpd04015_c0	trans_3_Chloro_2_propene_1_ol_c0
cpd04017_c0	3_Chloroallyl_aldehyde_c0
cpd02414_c0	L_2_Amino_6_oxopimelate_c0
cpd02465_c0	tetrahydrodipicolinate_c0
cpd15666_c0	Peptidoglycan_polymer_n_1_subunits_c0
cpd08287_c0	4__cytidine5_diphospho_2_C_methyl_D_erythritol_c0
cpd15552_c0	phosphatidylserine_didodecanoyl_c0
cpd15528_c0	phosphatidylethanolamine_didodecanoyl_c0
cpd00094_c0	2_Oxobutyrate_c0
cpd00114_c0	IMP_c0
cpd02197_c0	5_Formyltetrahydrofolate_c0
cpd11532_c0	9_methyl_decanoyl_ACP_c0
cpd11533_c0	11_methyl_3_oxo_dodecanoyl_ACP_c0
cpd00246_c0	Inosine_c0
cpd00241_c0	dGTP_c0
cpd11592_c0	gly_glu_L_c0
cpd02484_c0	Inositol_3_phosphate_c0
cpd00932_c0	5_O__1_Carboxyvinyl_3_phosphoshikimate_c0
cpd11679_c0	Secondary_alcohol_c0
cpd11733_c0	Ketone_c0
cpd09793_c0	1_Naphthaldehyde_c0
cpd09794_c0	1_Naphthoic_acid_c0
cpd11433_c0	fa12_c0
cpd11434_c0	fa12coa_c0
cpd04016_c0	cis_3_Chloro_2_propene_1_ol_c0
cpd15064_c0	cis_3_Chloroallyl_aldehyde_c0
cpd00043_c0	UDP_galactose_c0
cpd02234_c0	R_3_Hydroxybutanoyl_CoA_c0
cpd03446_c0	2_Octaprenyl_6_methoxyphenol_c0
cpd11465_c0	But_2_enoyl_acyl_carrier_protein_c0
cpd15603_e0	Gly_Cys_e0
cpd03920_c0	Adenosylcobinamide_GDP_c0
cpd17041_c0	Protein_biosynthesis_c0
cpd02708_c0	cis_2_Methyl_5_isopropylhexa_2_5_dienal_c0
cpd08741_c0	cis_2_Methyl_5_isopropylhexa_2_5_dienoic_acid_c0
cpd11566_c0	14_methyl_3_oxo_pentadecanoyl_ACP_c0
cpd11567_c0	14_methyl_3_hydroxy_pentadecanoyl_ACP_c0
cpd16401_c0	4_Hydroxy_5_phenyltetrahydro_1_3_oxazin_2_one_c0
cpd16402_c0	5_Phenyl_1_3_oxazinane_2_4_dione_c0
cpd02552_c0	n_acetylglutamyl_phosphate_c0
cpd15699_c0	Dianteisopentadecanoylphosphatidylethanolamine_c0
cpd00295_c0	dGDP_c0
cpd02964_c0	UDP_N_acetylmuramoyl_L_alanyl_D_gamma_glutamyl_meso_2_6_diaminopimelate_c0
cpd00298_c0	dTMP_c0
cpd00118_e0	Putrescine_e0
cpd00599_c0	SALC_c0
cpd11500_c0	6_methyl_3_oxo_octanoyl_ACP_c0
cpd11501_c0	6_methyl_3_hydroxy_octanoyl_ACP_c0
cpd15532_c0	phosphatidylethanolamine_dihexadec_9enoyl_c0
cpd02513_c0	Inositol_3_4_bisphosphate_c0
cpd00361_c0	ACTN_c0
cpd01221_c0	S_Acetoin_c0
cpd11580_e0	Gly_Gln_e0
cpd00735_c0	Formylmethanofuran_c0
cpd00895_c0	H4MPT_c0
cpd00643_c0	Methanofuran_c0
cpd00936_c0	5_Formyl_H4MPT_c0
cpd00180_c0	Oxalate_c0
cpd00706_c0	Mercaptopyruvate_c0
cpd15320_c0	1_Acyl_sn_glycero_3_phosphoglycerol_tetradec_7_enoyl_c0
cpd11482_c0	R_3_Hydroxydecanoyl_acyl_carrier_protein_c0
cpd11487_c0	3_oxodecanoyl_acp_c0
cpd00082_c0	D_Fructose_c0
cpd02843_c0	D_erythro_imidazol_glycerol_phosphate_c0
cpd02851_c0	AICAR_c0
cpd11565_c0	12_methyl_tridecanoyl_ACP_c0
cpd15525_c0	1_2_dihexadec_9_enoyl_sn_glycerol_3_phosphate_c0
cpd00207_c0	Guanine_c0
cpd03656_c0	GA2_c0
cpd03657_c0	GA1_c0
cpd15681_c0	1_2_dianteisopentadecanoyl_sn_glycerol_3_phosphate_c0
cpd11479_c0	D_3_Hydroxyhexanoyl_acp_c0
cpd00142_c0	Acetoacetate_c0
cpd00262_c0	Oxalyl_CoA_c0
cpd11621_c0	Oxidizedferredoxin_c0
cpd11620_c0	Reducedferredoxin_c0
cpd02921_c0	SAICAR_c0
cpd08211_c0	trans_trans_cis_Geranylgeranyl_diphosphate_c0
cpd11512_c0	12_methyl_3_oxo_tetra_decanoyl_ACP_c0
cpd11513_c0	12_methyl_3_hydroxy_tetra_decanoyl_ACP_c0
cpd04806_c0	Aldophosphamide_c0
cpd16365_c0	Alcophosphamide_c0
cpd00198_c0	D_Xylulose5_phosphate_c0
cpd01560_c0	beta_Alanyl_CoA_c0
cpd02693_c0	3_Isopropylmalate_c0
cpd01710_c0	2_Isopropylmaleate_c0
cpd02605_c0	2_isopropyl_3_oxosuccinate_c0
cpd00650_c0	Crotonyl_CoA_c0
cpd01844_c0	Propionyl_phosphate_c0
cpd00119_c0	L_Histidine_c0
cpd15547_c0	Phosphatidylglycerophosphate_dioctadecanoyl_c0
cpd00616_c0	Pretyrosine_c0
cpd00141_c0	Propionate_c0
cpd15672_c0	1_anteisoheptadecanoyl_sn_glycerol_3_phosphate_c0
cpd15678_c0	1_2_dianteisoheptadecanoyl_sn_glycerol_3_phosphate_c0
cpd03835_c0	Precorrin_8_c0
cpd11519_c0	14_methyl_hexa_decanoyl_ACP_c0
cpd00332_c0	Mevalonic_acid_c0
cpd00812_c0	5_phosphomevalonate_c0
cpd15604_c0	Gly_Leu_c0
cpd11516_c0	14_methyl_3_oxo_hexa_decanoyl_ACP_c0
cpd11517_c0	14_methyl_3_hydroxy_hexa_decanoyl_ACP_c0
cpd11494_c0	Acetyl_ACP_c0
cpd11488_c0	Acetoacetyl_ACP_c0
cpd08719_c0	dTDP_4_oxo_2_6_dideoxy_D_glucose_c0
cpd08724_c0	dTDP_4_oxo_2_6_dideoxy_L_mannose_c0
cpd03491_c0	Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_gamma_D_glutamyl_L_lysyl_D_alanyl_D_alanine_c0
cpd03492_c0	Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_isoglutaminyl_L_lysyl_D_alanyl_D_alanine_c0
cpd11524_c0	5_methyl_hexanoyl_ACP_c0
cpd00448_c0	D_Glyceraldehyde_c0
cpd00146_c0	Carbamoylphosphate_c0
cpd01859_c0	2_Naphthylmethanol_c0
cpd14940_c0	2E_Octadecenoyl_acp_c0
cpd12458_c0	Stearoyl_acyl_carrier_protein_c0
cpd00045_c0	Adenosine_3_5_bisphosphate_c0
cpd12370_c0	apo_ACP_c0
cpd14703_c0	S_2_Methylbutanoyl_dihydrolipoamide_E_c0
cpd00978_c0	dUDP_c0
cpd00358_c0	dUTP_c0
cpd00773_c0	UDP_MurNAc_c0
cpd00890_c0	UDP_N_acetylmuramoyl_L_alanine_c0
cpd02884_c0	FAICAR_c0
cpd00195_c0	1_Alcohol_c0
cpd11616_c0	RCHO_c0
cpd00482_c0	2_Phospho_D_glycerate_c0
cpd00885_c0	Phytate_c0
cpd02788_c0	Inositol_1_2_3_5_6_pentakisphosphate_c0
cpd15238_c0	Hexadecenoyl_CoA_c0
cpd00133_c0	Nicotinamide_c0
cpd00218_c0	Niacin_c0
cpd01974_c0	4_Hydroxy_L_glutamate_c0
cpd00830_c0	4_Hydroxy_2_oxoglutarate_c0
cpd00041_e0	L_Aspartate_e0
cpd01482_c0	UDP_glucosamine_c0
cpd01623_c0	UDP_galactosamine_c0
cpd15344_c0	2_Acyl_sn_glycero_3_phosphoglycerol_tetradecanoyl_c0
cpd11534_c0	11_methyl_3_hydroxy_dodecanoyl_ACP_c0
cpd02678_c0	N_Formyl_GAR_c0
cpd02394_c0	GAR_c0
cpd11209_c0	N_Acetyl_L_citrulline_c0
cpd15692_c0	Diisopentadecanoylphosphatidylserine_c0
cpd15698_c0	Diisopentadecanoylphosphatidylethanolamine_c0
cpd02230_c0	Inositol_4_phosphate_c0
cpd03119_c0	3_Oxodecanoyl_CoA_c0
cpd00344_c0	N_Formimino_L_glutamate_c0
cpd00378_c0	Formamide_c0
cpd03584_c0	UDP_3_O_beta_hydroxymyristoyl_D_glucosamine_c0
cpd11484_c0	HMA_c0
cpd02187_c0	Methacrylyl_CoA_c0
cpd03593_c0	D_erythro_3_Methylmalate_c0
cpd01335_c0	Octanoyl_CoA_c0
cpd11542_c0	15_methyl_3_hydroxy_hexa_decanoyl_ACP_c0
cpd00254_e0	Mg_e0
cpd00254_c0	Mg_c0
cpd11499_c0	4_methyl_hexanoyl_ACP_c0
cpd11470_c0	Octanoyl_ACP_c0
cpd11471_c0	2E_Octenoyl_acp_c0
cpd00205_e0	K_plus__e0
cpd00205_c0	K_plus__c0
cpd03365_c0	5_2_Formylethyl_4_6_dihydroxypicolinate_c0
cpd03366_c0	5_2_Carboxyethyl_4_6_dihydroxypicolinate_c0
cpd00800_c0	8_Amino_7_oxononanoate_c0
cpd00764_c0	7_8_Diaminononanoate_c0
cpd02701_c0	S_Adenosyl_4_methylthio_2_oxobutanoate_c0
cpd14545_c0	Iminoglycine_c0
cpd15527_c0	1_2_dioctadec_11_enoyl_sn_glycerol_3_phosphate_c0
cpd15053_c0	3_Hydroxy_OPC4_CoA_c0
cpd15054_c0	3_Oxo_OPC4_CoA_c0
cpd02642_c0	N_5_phosphoribosyl_anthranilate_c0
cpd00956_c0	1_2_carboxyphenylamino_1_deoxyribulose_5_phosphate_c0
cpd11535_c0	11_methyl_trans_dodec_2_enoyl_ACP_c0
cpd00363_c0	Ethanol_c0
cpd01530_c0	Dichloromethane_c0
cpd00099_c0	Cl__c0
cpd00738_c0	phosphoserine_c0
cpd00149_c0	Co2_plus__c0
cpd03913_c0	Hydrogenobyrinate_diamide_c0
cpd03914_c0	CobIIyrinate_diamide_c0
cpd03333_c0	Sinapaldehyde_c0
cpd11206_c0	Precorrin_1_c0
cpd03247_c0	Glycochenodeoxycholate_c0
cpd06739_c0	R__plus__Citronellal_c0
cpd15166_c0	Citronellate_c0
cpd00447_c0	Betaine_aldehyde_c0
cpd15555_c0	phosphatidylserine_dihexadecanoyl_c0
cpd15531_c0	phosphatidylethanolamine_dihexadecanoyl_c0
cpd00668_c0	ALCTT_c0
cpd01882_c0	Isovaleryl_CoA_c0
cpd01966_c0	Dimethylacryloyl_CoA_c0
cpd00392_c0	Phycite_c0
cpd02203_c0	D_Erythritol_4_phosphate_c0
cpd00931_c0	5_Amino_6__5_phosphoribosylaminouracil_c0
cpd11478_c0	R_3_Hydroxybutanoyl_acyl_carrier_protein_c0
cpd14790_c0	3_Sulfolactate_c0
cpd08625_c0	5_Hydroxyisourate_c0
cpd03706_c0	UppppU_c0
cpd03832_c0	Hydrogenobyrinate_c0
cpd15321_c0	1_Acyl_sn_glycero_3_phosphoglycerol_hexadecanoyl_c0
cpd01048_e0	Arsenate_e0
cpd00215_c0	Pyridoxal_c0
cpd03834_c0	Precorrin_4_c0
cpd03839_c0	Precorrin_5_c0
cpd02886_c0	UDP_3_O_beta_hydroxymyristoyl_N_acetylglucosamine_c0
cpd01270_c0	FMNH2_c0
cpd02557_c0	Farnesylfarnesylgeraniol_c0
cpd03443_c0	3_Octaprenyl_4_hydroxybenzoate_c0
cpd00445_c0	Cyclohexanamine_c0
cpd00329_c0	Cyclohexanone_c0
cpd03221_c0	Zymosterol_c0
cpd02755_c0	Fecosterol_c0
cpd00238_c0	Sedoheptulose7_phosphate_c0
cpd12599_c0	GM3_c0
cpd00644_c0	PAN_c0
cpd00023_e0	L_Glutamate_e0
cpd15544_c0	Phosphatidylglycerophosphate_ditetradec_7_enoyl_c0
cpd03048_e0	Isethionate_e0
cpd03048_c0	Isethionate_c0
cpd11596_e0	butanesulfonate_e0
cpd11596_c0	butanesulfonate_c0
cpd00875_c0	KDO_c0
cpd02546_c0	CMP_KDO_c0
cpd00446_c0	cAMP_c0
cpd02338_c0	UDP_D_galacto_1_4_furanose_c0
cpd03128_c0	Decanoyl_CoA_c0
cpd03117_c0	3_Oxododecanoyl_CoA_c0
cpd03608_c0	4_Hydroxy_L_threonine_c0
cpd03422_c0	Cobinamide_c0
cpd03199_c0	3_Ketolactose_c0
cpd03193_c0	3_Keto_beta_D_galactose_c0
cpd11530_c0	9_methyl_3_hydroxy_decanoyl_ACP_c0
cpd02820_c0	UDP_N_acetylglucosamine_enolpyruvate_c0
cpd15173_c0	3_Hydroxy_5_methylhex_4_enoyl_CoA_c0
cpd15175_c0	5_Methyl_3_oxo_4_hexenoyl_CoA_c0
cpd15338_c0	2_Acyl_sn_glycero_3_phosphoethanolamine_tetradec_7_enoyl_c0
cpd00510_c0	deoxyribose_5_phosphate_c0
cpd03423_c0	alpha_Ribazole_c0
cpd00166_c0	Calomide_c0
cpd15378_c0	4_Hydroxy_benzylalcohol_c0
cpd00283_c0	Geranyldiphosphate_c0
cpd15606_e0	Gly_Tyr_e0
cpd00048_e0	Sulfate_e0
cpd11510_c0	10_methyl_trans_dodec_2_enoyl_ACP_c0
cpd11511_c0	10_methyl_dodecanoyl_ACP_c0
cpd10516_e0	fe3_e0
cpd00971_e0	Na_plus__e0
cpd00971_c0	Na_plus__c0
cpd11830_c0	S_Aminomethyldihydrolipoylprotein_c0
cpd15697_c0	Diisotetradecanoylphosphatidylethanolamine_c0
cpd00116_c0	Methanol_c0
cpd00209_c0	Nitrate_c0
cpd11712_c0	Protein_histidine_c0
cpd12508_c0	Protein_N_pros_phosphohistidine_c0
cpd00200_c0	4MOP_c0
cpd00030_e0	Mn2_plus__e0
cpd00030_c0	Mn2_plus__c0
cpd00149_e0	Co2_plus__e0
cpd00167_c0	Ceramide_c0
cpd14796_c0	Z_Phenylacetaldehyde_oxime_c0
cpd14795_c0	Benzyl_cyanide_c0
cpd03413_c0	L_Glutamyl_1_phosphate_c0
cpd11430_c0	fa1_c0
cpd00916_c0	Ins1_4_5P3_c0
cpd00934_c0	Inositol_1_3_4_5_tetrakisphosphate_c0
cpd00373_c0	Sinapate_c0
cpd01418_c0	TSH_c0
cpd02026_c0	TSST_c0
cpd11848_c0	ROH_c0
cpd01371_c0	Aspulvinone_E_c0
cpd01373_c0	Aspulvinone_H_c0
cpd02826_c0	5_Phosphoribosylformylglycinamidine_c0
cpd15318_c0	1_Acyl_sn_glycero_3_phosphoglycerol_dodecanoyl_c0
cpd03660_c0	GT1b_c0
cpd03661_c0	GD1b_c0
cpd00024_e0	2_Oxoglutarate_e0
cpd00531_c0	Hg2_plus__c0
cpd00531_e0	Hg2_plus__e0
cpd11583_e0	Ala_Leu_e0
cpd15239_c0	Hexadecenoyl_ACP_c0
cpd15326_c0	1_hexadec_9_enoyl_sn_glycerol_3_phosphate_c0
cpd08985_c0	5_Hydroxyconiferyl_alcohol_c0
cpd01554_c0	Sinapyl_alcohol_c0
cpd00797_c0	R_3_Hydroxybutanoate_c0
cpd00263_c0	Pyridoxol_c0
cpd00299_c0	dUMP_c0
cpd15683_c0	CDP_1_2_diisoheptadecanoylglycerol_c0
cpd15689_c0	Diisoheptadecanoylphosphatidylserine_c0
cpd15558_c0	phosphatidylserine_dioctadec_11_enoyl_c0
cpd00419_c0	PM_c0
cpd00308_c0	Malonate_c0
cpd00412_c0	Deoxyuridine_c0
cpd02030_c0	3_phosphoshikimate_c0
cpd00312_c0	Histamine_c0
cpd03123_c0	3_Oxohexanoyl_CoA_c0
cpd12736_c0	Protein_N6_methyl_L_lysine_c0
cpd09806_c0	m_Cresotic_acid_c0
cpd04117_c0	4_Methylcatechol_c0
cpd00395_e0	L_Cysteate_e0
cpd01157_c0	Chitobiose_c0
cpd00122_c0	N_Acetyl_D_glucosamine_c0
cpd00853_c0	DPG_c0
cpd11531_c0	9_methyl_trans_dec_2_enoyl_ACP_c0
cpd00111_c0	Oxidized_glutathione_c0
cpd03897_c0	4a_Hydroxytetrahydrobiopterin_c0
cpd00294_c0	dAMP_c0
cpd00281_c0	GABA_c0
cpd11589_e0	gly_asp_L_e0
cpd04248_c0	Chloral_hydrate_c0
cpd04661_c0	Trichloroethanol_c0
cpd00415_c0	Quinol_c0
cpd00418_c0	NO_c0
cpd00364_c0	Chinone_c0
cpd00659_c0	Nitrous_oxide_c0
cpd11611_c0	Acyl_CoA_c0
cpd12018_c0	Retinyl_ester_c0
cpd11548_c0	4_methyl_trans_pent_2_enoyl_ACP_c0
cpd11483_c0	R_3_Hydroxyoctanoyl_acyl_carrier_protein_c0
cpd11564_c0	12_methyl_trans_tridec_2_enoyl_ACP_c0
cpd12737_c0	Protein_N6_N6_dimethyl_L_lysine_c0
cpd12044_c0	Protein_serine_c0
cpd12868_c0	Protein_D_serine_c0
cpd00434_c0	4_Aminobutanal_c0
cpd11431_c0	fa11_c0
cpd03699_c0	cDPG_c0
cpd00209_e0	Nitrate_e0
cpd11584_c0	Ala_His_c0
cpd00278_c0	Indolepyruvate_c0
cpd00486_c0	Indoleacetaldehyde_c0
cpd11575_e0	MOPS_e0
cpd11575_c0	MOPS_c0
cpd15067_c0	Delphinidin_3_O_beta_D_glucoside_5_O_6_coumaroyl_beta_D_glucoside_c0
cpd00304_c0	Retinal_c0
cpd00549_c0	D_Lysine_c0
cpd02069_c0	3_Phosphonooxypyruvate_c0
cpd15696_c0	Dianteisoheptadecanoylphosphatidylethanolamine_c0
cpd03585_c0	KDO_lipid_IVA_c0
cpd03586_c0	kdo2_lipid_iva_c0
cpd09792_c0	1_Naphthalenemethanol_c0
cpd15130_c0	Isopentenyl_ATP_c0
cpd00743_c0	L_Citramalyl_CoA_c0
cpd11477_c0	2E_Hexadecenoyl_acp_c0
cpd11217_c0	1_4_Dihydroxy_2_naphthoyl_CoA_c0
cpd16395_c0	2_Phenyl_1_3_propanediol_monocarbamate_c0
cpd16396_c0	3_Carbamoyl_2_phenylpropionaldehyde_c0
cpd11467_c0	2E_Tetradecenoyl_acp_c0
cpd02490_c0	Lysopine_c0
cpd09878_e0	Sulfoacetate_e0
cpd09878_c0	Sulfoacetate_c0
cpd11588_e0	gly_pro_L_e0
cpd00408_c0	Pantoate_c0
cpd00712_c0	2_Dehydropantoate_c0
cpd00331_c0	cis_Aconitate_c0
cpd02603_c0	3_Lysolecithin_c0
cpd03671_c0	D_Glucosamine1_phosphate_c0
cpd02611_c0	N_Acetyl_D_glucosamine1_phosphate_c0
cpd11518_c0	14_methyl_trans_hexa_dec_2_enoyl_ACP_c0
cpd01997_c0	Dimethylbenzimidazole_c0
cpd02904_c0	alpha_Ribazole_5_phosphate_c0
cpd15680_c0	1_2_diisopentadecanoyl_sn_glycerol_3_phosphate_c0
cpd11436_c0	fa3_c0
cpd00424_c0	Cystathionine_c0
cpd00557_c0	Siroheme_c0
cpd03426_c0	Sirohydrochlorin_c0
cpd02211_c0	L_2_Amino_acetoacetate_c0
cpd09350_c0	N2_Acetyl_L_aminoadipyl_delta_phosphate_c0
cpd09351_c0	N2_Acetyl_L_aminoadipate_semialdehyde_c0
cpd15717_c0	Dianteisoheptadecanoylphosphatidylglycerophosphate_c0
cpd01956_c0	o_Formylbenzoic_acid_c0
cpd01129_c0	Phthalate_c0
cpd15554_c0	phosphatidylserine_ditetradec_7_enoyl_c0
cpd15530_c0	phosphatidylethanolamine_ditetradec_7_enoyl_c0
cpd15543_c0	Phosphatidylglycerophosphate_ditetradecanoyl_c0
cpd02113_c0	dTDP_rhamnose_c0
cpd11636_c0	Amide_c0
cpd06559_c0	alpha_Farnesene_c0
cpd09811_c0	4_Hydroxymethylsalicylaldehyde_c0
cpd09812_c0	4_Hydroxymethylsalicylate_c0
cpd00268_e0	H2S2O3_e0
cpd12499_c0	D_Galactosyl_1_4_beta_D_glucosyl_R_c0
cpd02902_c0	D_Galactosyl_1_3_beta_D_galactosyl_1_4_beta_D_glucosyl_R_c0
cpd00742_c0	Allophanate_c0
cpd15604_e0	Gly_Leu_e0
cpd00322_e0	L_Isoleucine_e0
cpd15716_c0	Diisoheptadecanoylphosphatidylglycerophosphate_c0
cpd00330_c0	Dihydrofolate_c0
cpd00393_c0	Folate_c0
cpd15087_c0	Pelargonidin_3_glucoside_5_caffeoylglucoside_c0
cpd01301_c0	Biotin_amide_c0
cpd11498_c0	4_methyl_trans_hex_2_enoyl_ACP_c0
cpd02662_c0	Malyl_CoA_c0
cpd11590_c0	met_L_ala_L_c0
cpd03444_c0	2_Octaprenylphenol_c0
cpd03445_c0	2_Octaprenyl_6_hydroxyphenol_c0
cpd04810_c0	5_FU_c0
cpd16438_c0	5_Fluorouridine_monophosphate_c0
cpd11551_c0	6_methyl_3_hydroxy_heptanoyl_ACP_c0
cpd11520_c0	isovaleryl_ACP_c0
cpd00315_c0	GDP_glucose_c0
cpd03245_c0	Glycodeoxycholate_c0
cpd00007_e0	O2_e0
cpd02229_c0	Bactoprenyl_diphosphate_c0
cpd11556_c0	8_methyl_trans_non_2_enoyl_ACP_c0
cpd11557_c0	8_methyl_nonanoyl_ACP_c0
cpd00520_c0	2_Dehydro_3_deoxy_L_pentonate_c0
cpd03496_c0	Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_glutaminyl_meso_2_6_diaminopimeloyl_D_alanyl_D_alanine_c0
cpd00490_c0	5_Hydroxy_L_tryptophan_c0
cpd00579_c0	Serotonin_c0
cpd15534_c0	phosphatidylethanolamine_dioctadec_11_enoyl_c0
cpd02968_c0	UDP_N_acetylmuramoyl_L_alanyl_D_glutamyl_6_carboxy_L_lysyl_D_alanyl__D_alanine_c0
cpd15131_c0	Isopentenyl_ADP_c0
cpd15665_c0	Peptidoglycan_polymer_n_subunits_c0
cpd08238_c0	S___Citronellal_c0
cpd11592_e0	gly_glu_L_e0
cpd00658_c0	Isochorismate_c0
cpd00620_c0	Pantetheine_c0
cpd08023_e0	methanesulfonate_e0
cpd08023_c0	methanesulfonate_c0
cpd15066_c0	Cyanidin_3_O_beta_D_glucoside_5_O_6_coumaroyl_beta_D_glucoside_c0
cpd00097_c0	Pyrroloquinoline_quinone_c0
cpd00986_c0	PQQH2_c0
cpd01092_c0	Allantoin_c0
cpd11587_e0	Ala_Gln_e0
cpd11473_c0	2E_Hexenoyl_acp_c0
cpd12640_c0	GM1_c0
cpd07830_c0	Caffeyl_aldehyde_c0
cpd01733_c0	Ferulaldehyde_c0
cpd04098_e0	Arsenite_e0
cpd00731_c0	Ala_Ala_c0
cpd00667_c0	11_cis_Retinol_c0
cpd02184_c0	11_cis_Retinyl_palmitate_c0
cpd15695_c0	Diisoheptadecanoylphosphatidylethanolamine_c0
cpd11590_e0	met_L_ala_L_e0
cpd00127_c0	Phenol_c0
cpd00156_e0	L_Valine_e0
cpd03047_c0	Taurocholate_c0
